,CUST_CODE,TOTAL_VISIT,TOTAL_SPEND,TICKET_SIZE,STD_SPEND,Duration_LAST_SHOPDATE,DUration_FIRST_SHOPDATE,LENGTH_STAY,AVG_TIME_TO_EVENT,MOD_BASKET,cluster
3669,CUST0000759711,2,3.3,1.65,1.29,389,716,327,163.5,2,0
3670,CUST0000944363,70,655.5199999999993,1.382953586497891,1.1193835564135262,9,592,583,8.32857142857143,2,0
3671,CUST0000882926,6,27.439999999999998,1.4442105263157894,0.8511003143885887,249,321,72,12.0,2,1
3672,CUST0000533833,2,8.01,2.0025,0.9163071264592457,387,459,72,36.0,2,1
3673,CUST0000175722,6,8.699999999999998,1.0875000000000001,1.6564778145209191,40,368,328,54.666666666666664,2,0
3674,CUST0000135824,6,28.14,1.876,1.636711336797054,108,692,584,97.33333333333333,2,0
3675,CUST0000157936,4,42.820000000000014,1.529285714285714,1.044895512792098,530,603,73,18.25,2,1
3676,CUST0000254125,2,10.200000000000001,2.55,0.51,64,137,73,36.5,2,1
3677,CUST0000509190,4,15.08,1.6755555555555555,1.88011294643647,76,661,585,146.25,2,0
3678,CUST0000449451,2,22.630000000000003,5.657500000000001,7.672507331374798,558,632,74,37.0,2,1
3679,CUST0000091658,10,31.14,1.638947368421053,1.8354660808830061,271,601,330,33.0,2,1
3680,CUST0000050780,2,11.48,1.4349999999999998,1.5023481620450037,170,500,330,165.0,2,0
3681,CUST0000328290,2,17.14,2.1425,1.2290519720500026,46,632,586,293.0,2,0
3682,CUST0000506753,4,30.61,1.3913636363636364,1.1397938228810007,156,231,75,18.75,2,1
3683,CUST0000351613,2,1.72,0.86,0.43000000000000005,729,804,75,37.5,2,1
3684,CUST0000808396,2,6.12,3.06,0.0,72,403,331,165.5,2,0
3685,CUST0000327356,2,4.2,2.1,0.0,46,633,587,293.5,2,0
3686,CUST0000134682,2,9.48,1.1849999999999998,1.1151121019879573,28,615,587,293.5,2,0
3687,CUST0000038176,10,32.63,1.7173684210526314,0.9078015207676363,436,768,332,33.2,2,1
3688,CUST0000018464,5,10.350000000000001,1.2937499999999997,1.4820925873574835,100,432,332,66.4,2,0
3689,CUST0000791596,2,68.88999999999999,4.920714285714286,5.003025462208862,214,802,588,294.0,2,0
3690,CUST0000120179,2,10.219999999999999,1.1355555555555554,0.48337036895143554,183,771,588,294.0,2,0
3691,CUST0000683828,2,87.66,43.83,0.0,41,629,588,294.0,2,0
3692,CUST0000901270,3,22.600000000000005,1.3294117647058825,0.698986413974131,55,643,588,196.0,2,0
3693,CUST0000460525,110,910.9800000000015,1.3929357798165143,1.7971427217215177,4,592,588,5.345454545454546,2,0
3694,CUST0000876146,2,30.939999999999998,10.313333333333333,3.139047980235763,126,459,333,166.5,2,0
3695,CUST0000444056,3,23.039999999999996,1.7723076923076924,1.7198844050877098,683,761,78,26.0,2,1
3696,CUST0000919396,2,19.440000000000005,1.9440000000000002,1.6931343715133775,53,131,78,39.0,2,1
3697,CUST0000913718,5,14.76,2.46,1.2839003076563227,8,342,334,66.8,2,0
3698,CUST0000797575,3,20.16,1.8327272727272723,1.8774697233200517,23,613,590,196.66666666666666,2,0
3699,CUST0000792393,2,21.540000000000003,2.154,0.9692595111733493,4,339,335,167.5,2,0
3700,CUST0000761891,7,106.78000000000002,2.0147169811320755,2.2710305231065155,154,745,591,84.42857142857143,2,0
3701,CUST0000217471,6,29.660000000000007,1.3481818181818181,0.8242386920592866,57,648,591,98.5,2,0
3702,CUST0000538462,2,3.59,1.1966666666666665,1.6782000940160728,138,218,80,40.0,2,1
3703,CUST0000343404,3,13.17,1.6462499999999998,0.7521791259400915,212,292,80,26.666666666666668,2,1
3704,CUST0000978819,6,29.460000000000004,1.1784000000000001,0.8757610633043695,324,660,336,56.0,2,1
3705,CUST0000122195,243,1470.159999999993,1.2150082644628077,1.2248438760074105,4,596,592,2.4362139917695473,2,2
3706,CUST0000766149,22,257.62000000000006,2.4303773584905666,4.266784597445341,50,642,592,26.90909090909091,2,0
3707,CUST0000094578,3,6.369999999999999,0.91,0.6544572451385083,134,726,592,197.33333333333334,2,0
3708,CUST0000523959,2,4.0,2.0,1.12,688,769,81,40.5,2,1
3709,CUST0000904289,32,153.85000000000002,1.4936893203883492,1.6396388367956716,41,378,337,10.53125,2,1
3710,CUST0000272467,13,95.25999999999999,1.732,1.439999242424043,453,790,337,25.923076923076923,2,1
3711,CUST0000202336,2,2.04,1.02,0.0,78,671,593,296.5,2,0
3712,CUST0000951428,8,59.119999999999976,2.1896296296296294,2.40930984659505,88,681,593,74.125,2,0
3713,CUST0000473481,6,43.2,1.7279999999999998,1.072492424215668,161,754,593,98.83333333333333,2,0
3714,CUST0000963611,34,319.02999999999986,1.9572392638036817,1.9979493438998002,90,683,593,17.441176470588236,2,0
3715,CUST0000901660,2,9.120000000000001,0.7599999999999999,0.3029301349596416,49,642,593,296.5,2,0
3716,CUST0000487023,3,16.63,2.3757142857142854,1.2799872448344067,154,236,82,27.333333333333332,2,1
3717,CUST0000182683,5,15.06,1.6733333333333333,1.181223471189465,22,616,594,118.8,2,0
3718,CUST0000758706,22,174.96999999999997,2.058470588235294,3.0177375654355414,8,602,594,27.0,2,0
3719,CUST0000091321,2,7.06,0.706,0.32009998437988085,56,395,339,169.5,2,0
3720,CUST0000128699,2,2.34,1.17,0.0,69,664,595,297.5,2,0
3721,CUST0000086874,4,35.06,1.7530000000000001,1.2948517289635906,305,645,340,85.0,2,0
3722,CUST0000614952,18,135.91000000000005,1.6574390243902442,1.6411498133006048,59,399,340,18.88888888888889,2,1
3723,CUST0000026634,2,16.98,1.415,1.6573246513583269,394,734,340,170.0,2,0
3724,CUST0000030095,10,49.97,1.4277142857142857,2.385999743401119,4,600,596,59.6,2,0
3725,CUST0000025794,3,9.42,2.3550000000000004,2.2954901437383697,67,663,596,198.66666666666666,2,0
3726,CUST0000615249,21,144.60000000000005,1.8074999999999994,1.655935913615017,70,666,596,28.38095238095238,2,0
3727,CUST0000499610,5,7.799999999999999,1.3,0.8393648392286476,140,737,597,119.4,2,0
3728,CUST0000352648,2,53.309999999999995,5.923333333333333,7.501478372812773,646,732,86,43.0,2,1
3729,CUST0000696529,11,58.48999999999998,1.3926190476190476,1.1100258674030326,38,124,86,7.818181818181818,2,1
3730,CUST0000012198,5,7.4300000000000015,0.5715384615384616,0.5229185280540828,303,645,342,68.4,2,0
3731,CUST0000773551,35,114.29000000000002,1.503815789473684,2.0413430609239285,15,357,342,9.771428571428572,2,1
3732,CUST0000740393,17,191.7699999999998,1.5465322580645167,1.7841560959641025,1,599,598,35.1764705882353,2,0
3733,CUST0000561980,7,44.34,1.3436363636363635,1.1387361899021378,103,701,598,85.42857142857143,2,0
3734,CUST0000219525,32,223.40999999999977,1.6307299270072995,1.2401581221507563,9,607,598,18.6875,2,0
3735,CUST0000806159,16,111.71000000000004,1.2142391304347826,0.9735247855262991,176,774,598,37.375,2,0
3736,CUST0000447904,19,181.8500000000001,1.8942708333333336,2.1595841347311846,25,623,598,31.473684210526315,2,0
3737,CUST0000723168,3,12.299999999999999,1.1181818181818184,0.8679109525104539,728,815,87,29.0,2,1
3738,CUST0000801434,5,12.850000000000001,0.8566666666666667,0.6809666332174841,69,668,599,119.8,2,0
3739,CUST0000909808,4,48.010000000000005,2.824117647058824,3.6121934982102104,596,684,88,22.0,2,1
3740,CUST0000484966,2,12.659999999999998,1.5825,1.7440237240358858,13,357,344,172.0,2,0
3741,CUST0000512821,7,33.830000000000005,1.5377272727272726,1.2573165212907782,36,636,600,85.71428571428571,2,0
3742,CUST0000851599,10,84.9,1.6979999999999997,2.9830393896158998,26,626,600,60.0,2,0
3743,CUST0000952913,37,198.96,1.7151724137931037,1.3263532339870727,6,606,600,16.216216216216218,2,0
3744,CUST0000372113,3,77.86999999999998,2.511935483870968,2.7941383568334612,49,138,89,29.666666666666668,2,1
3745,CUST0000271377,2,9.86,1.972,1.0144042586661395,506,595,89,44.5,2,1
3746,CUST0000183156,13,339.31,6.653137254901963,10.968714599329918,73,162,89,6.846153846153846,2,0
3747,CUST0000699659,2,21.65,1.9681818181818178,1.2977240089116735,213,558,345,172.5,2,0
3748,CUST0000069479,4,55.81000000000001,3.282941176470589,5.606180166152647,24,369,345,86.25,2,0
3749,CUST0000012241,4,4.58,0.3816666666666667,0.07624886155798585,73,674,601,150.25,2,0
3750,CUST0000342401,7,61.39000000000001,2.0463333333333327,1.961009065648488,13,614,601,85.85714285714286,2,0
3751,CUST0000277985,9,51.58,1.3573684210526316,1.2028949383412422,116,717,601,66.77777777777777,2,0
3752,CUST0000608790,3,13.06,2.1766666666666667,0.4060651288757616,48,649,601,200.33333333333334,2,0
3753,CUST0000606928,2,25.240000000000002,1.9415384615384617,1.3121083805718428,158,759,601,300.5,2,0
3754,CUST0000036436,3,4.71,1.1775,0.37157603528753036,295,641,346,115.33333333333333,2,0
3755,CUST0000560154,2,5.65,1.8833333333333333,1.3139338728498564,318,409,91,45.5,2,1
3756,CUST0000741840,2,7.760000000000002,0.97,0.4953786430600334,595,686,91,45.5,2,1
3757,CUST0000818780,3,7.390000000000001,1.478,1.0287740276659398,187,278,91,30.333333333333332,2,1
3758,CUST0000158164,9,45.4,1.5133333333333334,1.5579673366994002,597,688,91,10.11111111111111,2,1
3759,CUST0000400261,6,63.21999999999999,2.257857142857142,2.0250932203284884,77,168,91,15.166666666666666,2,1
3760,CUST0000207946,5,34.11,1.6242857142857146,1.0870430465414025,211,558,347,69.4,2,0
3761,CUST0000911821,4,13.140000000000002,1.314,0.9160262004986538,15,618,603,150.75,2,0
3762,CUST0000650500,2,7.279999999999999,1.8199999999999998,1.21,83,686,603,301.5,2,0
3763,CUST0000486685,25,251.56999999999988,2.925232558139535,2.30251365510896,14,618,604,24.16,2,0
3764,CUST0000666571,4,10.459999999999999,2.092,1.4481215418603506,196,800,604,151.0,2,0
3765,CUST0000646902,5,48.33,1.9331999999999996,1.7146678278897054,34,638,604,120.8,2,0
3766,CUST0000805119,3,4.3,1.4333333333333333,0.8835660070922201,206,299,93,31.0,2,1
3767,CUST0000626776,2,11.090000000000002,1.2322222222222223,0.9421108424735238,181,274,93,46.5,2,1
3768,CUST0000743898,2,5.17,1.7233333333333334,0.9993775840769873,572,665,93,46.5,2,1
3769,CUST0000067983,4,22.480000000000004,2.497777777777778,1.2201892182752074,719,812,93,23.25,2,1
3770,CUST0000892494,10,62.230000000000004,1.9446875,1.4495279067143723,6,611,605,60.5,2,0
3771,CUST0000445141,2,21.48,3.5799999999999996,3.9688873335818773,69,674,605,302.5,2,0
3772,CUST0000026353,5,23.529999999999998,2.139090909090909,1.1158808550399222,15,621,606,121.2,2,0
3773,CUST0000942403,5,48.150000000000006,2.534210526315789,3.5529621678544494,203,809,606,121.2,2,0
3774,CUST0000472121,4,45.18,1.6135714285714284,1.8651449853366708,29,635,606,151.5,2,0
3775,CUST0000665052,12,83.5,2.2567567567567566,2.015035448758072,140,746,606,50.5,2,0
3776,CUST0000626491,3,17.15,1.3192307692307692,1.316706038908992,129,224,95,31.666666666666668,2,1
3777,CUST0000636909,2,2.7800000000000002,0.4633333333333333,0.20417857108151408,68,419,351,175.5,2,0
3778,CUST0000458117,4,32.73,3.2729999999999997,2.311380756171514,74,681,607,151.75,2,0
3779,CUST0000005207,2,7.94,1.3233333333333333,1.2124584758067205,380,476,96,48.0,2,1
3780,CUST0000574243,4,9.96,2.49,1.4403818938045563,694,790,96,24.0,2,1
3781,CUST0000624644,3,43.76,2.188,2.4672648824153436,405,501,96,32.0,2,1
3782,CUST0000873472,2,11.680000000000001,1.6685714285714288,0.9742312510960861,420,772,352,176.0,2,0
3783,CUST0000969083,4,27.000000000000004,1.9285714285714286,1.3933098165512072,179,531,352,88.0,2,0
3784,CUST0000837641,2,14.780000000000001,1.8475000000000001,1.536861656103112,681,778,97,48.5,2,1
3785,CUST0000434655,3,34.13999999999999,1.4224999999999999,1.0437722053526175,227,324,97,32.333333333333336,2,1
3786,CUST0000293146,7,42.14,2.2178947368421054,1.5770945269115624,99,452,353,50.42857142857143,2,0
3787,CUST0000381491,2,19.740000000000002,2.4675000000000002,1.213916698130477,381,734,353,176.5,2,0
3788,CUST0000988850,12,34.760000000000005,1.241428571428571,0.975275471288989,24,122,98,8.166666666666666,2,1
3789,CUST0000250638,2,1.84,0.3066666666666667,0.24716166549222174,6,360,354,177.0,2,0
3790,CUST0000794855,22,149.91,1.8281707317073175,1.4940174420642307,29,639,610,27.727272727272727,2,0
3791,CUST0000547782,13,269.53000000000003,2.4502727272727274,4.804424752074603,2,612,610,46.92307692307692,2,0
3792,CUST0000544432,13,67.35,1.980882352941176,1.4460521665943142,180,790,610,46.92307692307692,2,0
3793,CUST0000352529,43,320.2500000000004,2.0268987341772156,4.267672994409669,17,627,610,14.186046511627907,2,0
3794,CUST0000423278,13,76.09,2.6237931034482758,2.58424192018112,131,742,611,47.0,2,0
3795,CUST0000098160,4,18.48,4.62,0.0,66,677,611,152.75,2,0
3796,CUST0000380625,6,22.87,1.5246666666666664,1.2557805894697087,112,723,611,101.83333333333333,2,0
3797,CUST0000252070,2,3.13,1.565,0.8450000000000001,148,248,100,50.0,2,1
3798,CUST0000740753,3,16.25,1.625,0.7786302074797766,609,709,100,33.333333333333336,2,1
3799,CUST0000070861,3,30.94,2.5783333333333336,2.9576788008316406,205,561,356,118.66666666666667,2,0
3800,CUST0000475740,16,171.41000000000017,1.5871296296296302,1.6801934693086003,45,657,612,38.25,2,0
3801,CUST0000833210,4,14.6,1.123076923076923,0.6203396664531037,347,448,101,25.25,2,1
3802,CUST0000807628,2,2.79,0.5579999999999999,0.18159295140505868,339,440,101,50.5,2,1
3803,CUST0000344664,4,53.230000000000004,1.774333333333333,1.5771254089499527,168,269,101,25.25,2,1
3804,CUST0000618018,2,3.48,1.74,1.2,119,476,357,178.5,2,0
3805,CUST0000550441,5,37.540000000000006,2.0855555555555556,1.8680537174712146,96,709,613,122.6,2,0
3806,CUST0000695999,18,130.62000000000012,1.293267326732674,1.5250529021247075,62,675,613,34.05555555555556,2,0
3807,CUST0000699151,20,122.31,2.0050819672131155,2.3229627936801664,54,667,613,30.65,2,0
3808,CUST0000063352,11,21.97,0.7846428571428572,0.41905916853672803,25,383,358,32.54545454545455,2,1
3809,CUST0000040225,2,3.84,1.2799999999999998,0.4463929509598764,570,673,103,51.5,2,1
3810,CUST0000658654,4,10.29,1.47,2.4174307494882723,258,361,103,25.75,2,1
3811,CUST0000583585,3,3.6199999999999997,0.45249999999999996,0.18726652130052504,624,727,103,34.333333333333336,2,1
3812,CUST0000119697,8,173.51999999999998,2.376986301369863,2.356061657524888,54,669,615,76.875,2,0
3813,CUST0000148662,2,13.280000000000001,1.328,0.7444568489845466,66,681,615,307.5,2,0
3814,CUST0000648943,15,140.94,1.677857142857143,2.165363200277414,75,690,615,41.0,2,0
3815,CUST0000733743,15,90.32,1.3480597014925375,1.1688739814434375,35,139,104,6.933333333333334,2,1
3816,CUST0000090749,2,19.62,1.962,2.3845242712121846,309,413,104,52.0,2,1
3817,CUST0000806335,2,9.090000000000002,1.2985714285714285,1.072386238674275,248,352,104,52.0,2,1
3818,CUST0000404449,2,10.569999999999999,2.114,1.2854197757931063,359,463,104,52.0,2,1
3819,CUST0000522783,6,32.059999999999995,1.5266666666666673,1.4311578174375807,362,722,360,60.0,2,0
3820,CUST0000742065,7,46.85000000000001,1.3385714285714285,0.8927778250482923,362,722,360,51.42857142857143,2,0
3821,CUST0000770764,2,19.279999999999994,1.3771428571428572,0.3503351165349415,14,374,360,180.0,2,0
3822,CUST0000862743,7,106.95999999999995,2.8147368421052636,4.41788454784825,202,818,616,88.0,2,0
3823,CUST0000183162,3,4.95,0.61875,0.31541391456307066,170,275,105,35.0,2,1
3824,CUST0000332474,3,77.93999999999998,2.3618181818181814,2.8171578785003684,604,709,105,35.0,2,1
3825,CUST0000436015,4,29.060000000000002,1.7094117647058822,1.3745308101664677,394,755,361,90.25,2,0
3826,CUST0000436728,6,79.74000000000004,1.6965957446808506,1.3308648229640638,605,711,106,17.666666666666668,2,1
3827,CUST0000025746,8,51.09000000000001,2.432857142857143,2.4036978315308524,113,475,362,45.25,2,0
3828,CUST0000966387,4,26.990000000000002,2.4536363636363636,1.9963342438637728,132,750,618,154.5,2,0
3829,CUST0000106510,6,47.81000000000001,1.9124,2.0305551556163155,55,673,618,103.0,2,0
3830,CUST0000928030,10,105.05000000000003,2.56219512195122,2.0291696153306367,69,687,618,61.8,2,0
3831,CUST0000106314,10,78.37999999999997,3.4078260869565216,5.024978439513978,40,658,618,61.8,2,0
3832,CUST0000518260,2,11.31,1.6157142857142859,1.2860221853547045,244,351,107,53.5,2,1
3833,CUST0000689538,2,6.66,3.33,0.0,56,163,107,53.5,2,1
3834,CUST0000239156,2,5.2299999999999995,1.7433333333333332,2.079460400093148,585,692,107,53.5,2,1
3835,CUST0000113457,2,23.099999999999998,3.3,2.7249849278744382,406,769,363,181.5,2,0
3836,CUST0000774938,33,197.92999999999992,1.5708730158730153,2.1319351891044196,28,391,363,11.0,2,0
3837,CUST0000994908,3,21.76,1.1452631578947368,0.8915295456393594,363,726,363,121.0,2,0
3838,CUST0000396047,3,14.150000000000002,0.8323529411764706,0.6096723267631239,84,703,619,206.33333333333334,2,0
3839,CUST0000135491,2,11.180000000000001,1.1179999999999999,0.470548615979263,79,698,619,309.5,2,0
3840,CUST0000831861,15,66.94000000000001,1.8091891891891896,1.9934600889833771,24,643,619,41.266666666666666,2,0
3841,CUST0000619225,2,17.819999999999997,1.4849999999999999,0.8847834009895681,519,627,108,54.0,2,1
3842,CUST0000100452,8,36.540000000000006,1.141875,0.8306264108340161,74,694,620,77.5,2,0
3843,CUST0000091703,11,34.07,1.4195833333333332,1.26866556916663,153,773,620,56.36363636363637,2,0
3844,CUST0000022116,20,47.66000000000001,1.401764705882353,0.7296190407580371,91,711,620,31.0,2,0
3845,CUST0000699131,8,16.53,1.2715384615384617,1.120918896083759,60,425,365,45.625,2,0
3846,CUST0000682944,3,22.43,1.2461111111111112,0.3424282388551389,64,429,365,121.66666666666667,2,0
3847,CUST0000213721,4,80.80000000000003,1.7565217391304349,1.3400571327718187,141,506,365,91.25,2,0
3848,CUST0000078836,2,6.819999999999999,0.5683333333333334,0.334983415841574,27,648,621,310.5,2,0
3849,CUST0000368360,7,48.54,1.6737931034482756,1.6333093416342415,83,704,621,88.71428571428571,2,0
3850,CUST0000141381,2,18.66,3.1100000000000008,5.36503805516171,548,658,110,55.0,2,1
3851,CUST0000627420,12,114.27999999999999,2.332244897959184,2.0699623040106285,68,178,110,9.166666666666666,2,1
3852,CUST0000962973,3,23.759999999999998,1.584,0.5861262662600952,78,444,366,122.0,2,0
3853,CUST0000107633,9,289.82000000000005,5.175357142857143,7.494931374003395,17,639,622,69.11111111111111,2,0
3854,CUST0000312209,3,28.02,4.002857142857143,6.722596680037333,380,747,367,122.33333333333333,2,0
3855,CUST0000411101,3,17.869999999999997,2.5528571428571425,1.8743815306519054,44,411,367,122.33333333333333,2,0
3856,CUST0000124175,7,12.899999999999999,1.29,0.6815130226195242,36,659,623,89.0,2,0
3857,CUST0000093486,5,31.589999999999996,1.7550000000000001,1.3771316809465486,92,460,368,73.6,2,0
3858,CUST0000259073,2,33.02,2.358571428571429,2.1680763598270283,26,650,624,312.0,2,0
3859,CUST0000209411,6,34.269999999999996,1.6319047619047615,1.2600287942576058,70,694,624,104.0,2,0
3860,CUST0000167331,9,29.259999999999998,0.9753333333333332,0.6078197832325705,23,392,369,41.0,2,0
3861,CUST0000920136,8,78.07000000000004,2.3657575757575757,1.712060658623474,116,485,369,46.125,2,0
3862,CUST0000703478,21,156.40000000000006,1.8619047619047615,2.4265434343008887,113,738,625,29.761904761904763,2,0
3863,CUST0000139488,2,4.75,1.5833333333333335,0.7838934167913959,271,385,114,57.0,2,1
3864,CUST0000984259,9,29.58000000000001,0.9860000000000002,0.6657657245608248,7,633,626,69.55555555555556,2,0
3865,CUST0000180285,3,53.03,3.787857142857142,4.879161489101861,17,643,626,208.66666666666666,2,0
3866,CUST0000342432,2,12.37,1.3744444444444444,0.8652566878114663,699,814,115,57.5,2,1
3867,CUST0000969554,5,41.86000000000001,1.6743999999999999,1.8247346766036971,20,391,371,74.2,2,0
3868,CUST0000438977,155,830.3099999999987,1.4415104166666663,1.7570717165934369,1,628,627,4.04516129032258,2,2
3869,CUST0000458273,5,27.949999999999996,1.2704545454545455,1.07734723562819,164,791,627,125.4,2,0
3870,CUST0000867522,4,46.86,2.2314285714285718,3.8378457321713157,143,770,627,156.75,2,0
3871,CUST0000075967,2,1.9699999999999998,0.4925,0.12336429791475328,146,262,116,58.0,2,1
3872,CUST0000558729,2,7.46,1.2433333333333334,0.44894939086221675,401,773,372,186.0,2,0
3873,CUST0000329524,18,233.71999999999994,2.5683516483516486,4.809357240126442,5,633,628,34.888888888888886,2,0
3874,CUST0000365132,2,18.68,3.1133333333333333,2.7341340290645753,41,669,628,314.0,2,0
3875,CUST0000440708,3,13.51,1.0392307692307692,0.5809734740199357,273,390,117,39.0,2,1
3876,CUST0000082191,4,15.6,1.95,1.4356009194758828,192,309,117,29.25,2,1
3877,CUST0000894811,2,11.58,2.316,1.7695603973868765,257,374,117,58.5,2,1
3878,CUST0000927394,9,24.64,1.3688888888888888,1.0678789407506666,111,484,373,41.44444444444444,2,0
3879,CUST0000957776,16,150.70999999999998,2.4308064516129027,3.9421229332180325,445,818,373,23.3125,2,0
3880,CUST0000641263,2,18.71,3.118333333333333,3.98004780819974,414,787,373,186.5,2,0
3881,CUST0000718942,33,316.31000000000023,1.9405521472392644,2.092879324498325,10,639,629,19.060606060606062,2,0
3882,CUST0000057090,4,25.04,1.926153846153846,0.8990553885695677,23,652,629,157.25,2,0
3883,CUST0000275191,6,36.46,1.519166666666667,0.5501887302452576,26,400,374,62.333333333333336,2,0
3884,CUST0000442106,7,141.34,6.730476190476191,12.862234300533249,26,656,630,90.0,2,0
3885,CUST0000144475,31,235.7299999999997,1.9322131147540977,1.6748787635571976,33,663,630,20.322580645161292,2,0
3886,CUST0000475150,4,16.02,1.78,1.181420989975866,105,224,119,29.75,2,1
3887,CUST0000420871,2,11.339999999999996,1.134,0.843744037015966,9,128,119,59.5,2,1
3888,CUST0000243465,6,96.05,6.860714285714286,9.841809113808958,155,786,631,105.16666666666667,2,0
3889,CUST0000700826,12,193.64999999999998,2.2517441860465115,2.352787654785852,39,670,631,52.583333333333336,2,0
3890,CUST0000805189,5,98.44000000000003,2.895294117647059,3.4023964178330317,102,733,631,126.2,2,0
3891,CUST0000739526,6,42.71999999999999,2.6699999999999995,4.005937780345571,7,638,631,105.16666666666667,2,0
3892,CUST0000520149,2,10.380000000000003,1.2974999999999999,0.4352800822459029,38,670,632,316.0,2,0
3893,CUST0000151840,2,14.04,1.7550000000000003,1.5627299830744916,79,711,632,316.0,2,0
3894,CUST0000725910,3,18.930000000000003,2.1033333333333335,1.96018706590298,332,453,121,40.333333333333336,2,1
3895,CUST0000971863,3,38.339999999999996,1.3692857142857144,0.7961466509355662,590,711,121,40.333333333333336,2,1
3896,CUST0000709789,7,35.019999999999996,1.346923076923077,0.7840171173110231,541,662,121,17.285714285714285,2,1
3897,CUST0000047511,3,18.0,1.5,0.9834209000558544,281,658,377,125.66666666666667,2,0
3898,CUST0000057370,4,13.900000000000002,1.3900000000000001,0.9042123644365851,59,692,633,158.25,2,0
3899,CUST0000311195,27,216.99,1.7085826771653547,1.4430980041091104,8,386,378,14.0,2,0
3900,CUST0000420108,2,4.0600000000000005,2.0300000000000002,0.9099999999999999,136,259,123,61.5,2,1
3901,CUST0000499340,11,82.67999999999998,1.4764285714285712,1.2341153983021727,14,137,123,11.181818181818182,2,1
3902,CUST0000638110,2,8.37,1.1957142857142857,0.5291734023889696,284,663,379,189.5,2,0
3903,CUST0000290744,2,5.93,1.4825,1.1620321639266273,277,656,379,189.5,2,0
3904,CUST0000363524,17,100.31000000000002,2.0061999999999993,2.459161556303286,17,652,635,37.35294117647059,2,0
3905,CUST0000922470,17,209.95,2.441279069767442,2.741313043267738,9,644,635,37.35294117647059,2,0
3906,CUST0000392659,2,3.5700000000000003,0.8925000000000001,0.6815194421291296,647,771,124,62.0,2,1
3907,CUST0000756664,8,104.39000000000003,1.449861111111111,1.631947960989119,138,518,380,47.5,2,0
3908,CUST0000085716,3,15.67,1.9587499999999998,1.7994751839077971,166,546,380,126.66666666666667,2,0
3909,CUST0000451897,9,78.59,1.4553703703703702,1.1832890648416965,31,667,636,70.66666666666667,2,0
3910,CUST0000646516,7,29.8,2.292307692307692,1.8691509954487309,97,733,636,90.85714285714286,2,0
3911,CUST0000988467,17,107.52,1.762622950819672,1.9410499960954413,50,687,637,37.470588235294116,2,0
3912,CUST0000900749,58,376.8499999999998,2.3406832298136635,3.808105954640504,16,653,637,10.982758620689655,2,0
3913,CUST0000915824,2,9.16,1.5266666666666666,1.272172245500672,17,143,126,63.0,2,1
3914,CUST0000991491,3,41.48000000000001,1.6592,1.3211659093391714,434,816,382,127.33333333333333,2,0
3915,CUST0000780018,3,32.32,4.6171428571428565,5.416621810384651,261,643,382,127.33333333333333,2,0
3916,CUST0000723295,74,209.5,0.9566210045662096,0.7615218467182195,7,645,638,8.621621621621621,2,0
3917,CUST0000350383,21,101.00000000000001,1.0412371134020617,0.9800980991632524,79,206,127,6.0476190476190474,2,1
3918,CUST0000795193,5,65.02,6.502,6.712613202024976,337,464,127,25.4,2,1
3919,CUST0000230478,6,79.07999999999998,1.5816000000000001,1.1614152745680588,89,728,639,106.5,2,0
3920,CUST0000845264,6,12.650000000000002,1.5812499999999998,1.3470842354878927,109,748,639,106.5,2,0
3921,CUST0000403719,6,36.650000000000006,2.0361111111111114,1.2417735474754954,162,290,128,21.333333333333332,2,1
3922,CUST0000686175,7,9.19,1.1487499999999997,0.705805169646695,254,638,384,54.857142857142854,2,0
3923,CUST0000357180,2,3.9099999999999997,0.9774999999999999,0.3942952573896875,410,794,384,192.0,2,0
3924,CUST0000789670,10,101.99000000000002,2.0398,1.7266481865162921,18,658,640,64.0,2,0
3925,CUST0000346869,5,134.62,1.661975308641974,1.9264682838741602,581,710,129,25.8,2,1
3926,CUST0000844335,2,14.200000000000003,2.366666666666667,2.3202346624617287,482,611,129,64.5,2,1
3927,CUST0000478674,3,60.54999999999999,2.6326086956521735,3.106634159891159,265,650,385,128.33333333333334,2,0
3928,CUST0000028817,2,8.36,1.0450000000000002,0.3736642878306677,31,672,641,320.5,2,0
3929,CUST0000407855,2,10.67,1.33375,0.7007484837657518,156,286,130,65.0,2,1
3930,CUST0000335996,3,20.740000000000002,2.3044444444444445,2.051888621144005,593,723,130,43.333333333333336,2,1
3931,CUST0000099674,11,40.669999999999995,1.4024137931034486,1.4215257834148485,141,271,130,11.818181818181818,2,1
3932,CUST0000542690,3,28.84,2.0599999999999996,1.5489397295292948,69,199,130,43.333333333333336,2,1
3933,CUST0000637852,4,41.67999999999999,2.6050000000000004,1.7940805444572436,320,706,386,96.5,2,0
3934,CUST0000444719,8,69.08,1.7270000000000003,1.6943851392171734,22,664,642,80.25,2,0
3935,CUST0000669376,5,54.489999999999995,1.210888888888889,0.9043593735585482,64,195,131,26.2,2,1
3936,CUST0000191962,2,8.82,4.41,1.47,607,738,131,65.5,2,1
3937,CUST0000202935,3,12.42,0.9553846153846154,0.5328820822747445,399,530,131,43.666666666666664,2,1
3938,CUST0000435846,3,26.79,3.8271428571428574,6.294765885322536,631,762,131,43.666666666666664,2,1
3939,CUST0000859256,16,208.81999999999982,1.740166666666667,1.7067302966653974,52,695,643,40.1875,2,0
3940,CUST0000394839,7,23.43,1.2331578947368422,1.0974854159519145,46,689,643,91.85714285714286,2,0
